Accession	Organism	Kingdom	Length	Signal_Peptide	Transmembrane_Helix	Train	Fold
Q15843	Homo sapiens	Metazoa	81	0	False	True	0
Q8N4T4	Homo sapiens	Metazoa	335	0	False	True	0
Q96AJ1	Homo sapiens	Metazoa	413	0	False	True	0
O74964	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	803	0	False	True	0
Q05021	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	590	0	False	True	0
Q12098	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	748	0	False	True	0
Q1H537	Arabidopsis thaliana	Plants	417	0	False	True	0
P07884	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	0	False	True	0
Q12117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	0	True	True	0
Q7XR83	Oryza sativa subsp. japonica	Plants	333	0	False	True	0
Q9W3M3	Drosophila melanogaster	Metazoa	2219	0	False	True	0
P58281	Mus musculus	Metazoa	960	0	False	True	0
P92948	Arabidopsis thaliana	Plants	844	0	False	True	0
P38429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201	0	False	True	0
Q96SB8	Homo sapiens	Metazoa	1091	0	False	True	0
Q12433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566	0	False	True	0
Q04751	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	285	0	False	True	0
Q12178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	158	0	False	True	0
Q9LK57	Arabidopsis thaliana	Plants	394	0	False	True	0
P41133	Mus musculus	Metazoa	119	0	False	True	0
G5EDW7	Caenorhabditis elegans	Metazoa	386	0	False	True	0
Q9LXR8	Arabidopsis thaliana	Plants	318	0	False	True	0
Q9UJX3	Homo sapiens	Metazoa	565	0	False	True	0
Q9QX75	Rattus norvegicus	Metazoa	687	0	True	True	0
Q9H582	Homo sapiens	Metazoa	1327	0	False	True	0
P80299	Rattus norvegicus	Metazoa	554	0	False	True	0
Q9LG05	Arabidopsis thaliana	Plants	485	0	False	True	0
O94446	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463	0	False	True	0
O14880	Homo sapiens	Metazoa	152	0	True	True	0
O13919	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1075	0	False	True	0
Q09884	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1374	0	False	True	0
Q9P7M1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	491	0	False	True	0
F4IV66	Arabidopsis thaliana	Plants	1001	0	False	True	0
O60097	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	526	0	False	True	0
P38777	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	243	0	False	True	0
Q9VR19	Drosophila melanogaster	Metazoa	379	0	False	True	0
Q76NL8	Plasmodium falciparum (isolate 3D7)	Other	1193	0	False	True	0
P40342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146	0	False	True	0
Q949T8	Arabidopsis thaliana	Plants	497	0	False	True	0
Q4V8P4	Rattus norvegicus	Metazoa	168	0	False	True	0
G3UVW3	Mus musculus	Metazoa	457	0	True	True	0
A0A8I6ASZ5	Rattus norvegicus	Metazoa	666	0	False	True	0
O75943	Homo sapiens	Metazoa	681	0	False	True	0
P42937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	148	0	False	True	0
Q9STG9	Arabidopsis thaliana	Plants	561	0	False	True	0
Q96FI4	Homo sapiens	Metazoa	390	0	False	True	0
P79005	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663	0	False	True	0
Q6E434	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	485	0	False	True	0
P32569	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687	0	False	True	0
Q9H008	Homo sapiens	Metazoa	270	0	False	True	0
P54785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490	0	False	True	0
Q9UL40	Homo sapiens	Metazoa	294	0	False	True	0
Q501F9	Arabidopsis thaliana	Plants	370	0	False	True	0
Q6PH85	Homo sapiens	Metazoa	259	0	False	True	0
Q96S99	Homo sapiens	Metazoa	279	0	False	True	0
A0A3Q7HWE4	Solanum lycopersicum	Plants	165	0	False	True	0
O00154	Homo sapiens	Metazoa	380	0	False	True	0
Q9BZF1	Homo sapiens	Metazoa	889	0	False	True	0
O82277	Arabidopsis thaliana	Plants	361	0	False	True	0
Q8N371	Homo sapiens	Metazoa	416	0	False	True	0
Q5C9Z4	Homo sapiens	Metazoa	860	0	False	True	0
Q24459	Drosophila melanogaster	Metazoa	1043	0	False	True	0
K4PW38	Oryza sativa subsp. japonica	Plants	458	0	False	True	0
Q3KRB8	Homo sapiens	Metazoa	267	0	False	True	0
Q9YHT2	Gallus gallus	Metazoa	290	0	False	True	0
Q9UDY8	Homo sapiens	Metazoa	824	0	False	True	0
Q8NFQ8	Homo sapiens	Metazoa	470	0	False	True	0
Q9UTR1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1018	0	False	True	0
F4JTS8	Arabidopsis thaliana	Plants	2729	0	False	True	0
P30085	Homo sapiens	Metazoa	196	0	False	True	0
Q9H5Z6	Homo sapiens	Metazoa	455	0	False	True	0
P50896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841	0	False	True	0
P32529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	0	False	True	0
P32944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	819	0	False	True	0
Q9LW57	Arabidopsis thaliana	Plants	284	0	False	True	0
Q9UUG2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	621	0	False	True	0
O14523	Homo sapiens	Metazoa	706	0	True	True	0
P39683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	429	0	False	True	0
Q86W42	Homo sapiens	Metazoa	341	0	False	True	0
Q8K337	Mus musculus	Metazoa	993	0	False	True	0
P53724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139	0	False	True	0
Q2TBI6	Bos taurus	Metazoa	188	0	False	True	0
B6VQ60	Caenorhabditis elegans	Metazoa	612	0	False	True	0
Q10336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327	0	False	True	0
I3W9F6	Rhizophagus irregularis	Fungi	276	0	True	True	0
Q93WG3	Arabidopsis thaliana	Plants	294	0	False	True	0
P12686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	339	0	False	True	0
Q94165	Caenorhabditis elegans	Metazoa	256	0	False	True	0
Q04781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1562	0	False	True	0
O96237	Plasmodium falciparum (isolate 3D7)	Other	899	0	False	True	0
Q9BSK0	Homo sapiens	Metazoa	173	0	True	True	0
P43124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402	0	False	True	0
Q9I7U4	Drosophila melanogaster	Metazoa	18141	0	False	True	0
Q8MMZ7	Toxoplasma gondii	Other	994	0	False	True	0
Q31708	Arabidopsis thaliana	Plants	362	0	False	True	0
O97965	Ovis aries	Metazoa	110	0	False	True	0
P14066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	229	0	False	True	0
O13758	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361	0	False	True	0
P49802	Homo sapiens	Metazoa	495	0	False	True	0
Q8II12	Plasmodium falciparum (isolate 3D7)	Other	409	0	True	True	0
P82244	Spinacia oleracea	Plants	152	0	False	True	0
Q9LES2	Arabidopsis thaliana	Plants	478	0	False	True	0
P47102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1408	0	False	True	0
A7TUE1	Medicago truncatula	Plants	513	0	False	True	0
Q5M775	Homo sapiens	Metazoa	1068	0	False	True	0
P48732	Arabidopsis thaliana	Plants	543	0	False	True	0
P83876	Homo sapiens	Metazoa	142	0	False	True	0
P49017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307	0	False	True	0
P70279	Mus musculus	Metazoa	355	0	False	True	0
P20659	Drosophila melanogaster	Metazoa	3726	0	False	True	0
Q12445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	299	0	True	True	0
Q05921	Mus musculus	Metazoa	735	0	False	True	0
Q9C0C6	Homo sapiens	Metazoa	399	0	False	True	0
Q9CAC5	Arabidopsis thaliana	Plants	191	0	False	True	0
Q9NYV6	Homo sapiens	Metazoa	651	0	False	True	0
Q96Q11	Homo sapiens	Metazoa	434	0	False	True	0
Q08278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	222	0	False	True	0
Q9CZ42	Mus musculus	Metazoa	343	0	False	True	0
Q96IL0	Homo sapiens	Metazoa	206	0	False	True	0
D9PTN5	Caenorhabditis elegans	Metazoa	1009	0	False	True	0
A1Z8P9	Drosophila melanogaster	Metazoa	2346	0	False	True	0
Q9P6S5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307	0	False	True	0
Q96RQ1	Homo sapiens	Metazoa	377	0	True	True	0
P38988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	300	0	False	True	0
Q9UUJ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	333	0	False	True	0
Q1KPV0	Arabidopsis thaliana	Plants	912	0	False	True	0
Q9LN09	Arabidopsis thaliana	Plants	206	0	False	True	0
A0A1D6IEG9	Zea mays	Plants	668	0	False	True	0
Q9HAV4	Homo sapiens	Metazoa	1204	0	False	True	0
P43594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	170	0	False	True	0
Q9C4Z7	Arabidopsis thaliana	Plants	229	0	False	True	0
Q6UB28	Homo sapiens	Metazoa	335	0	False	True	0
Q810M6	Mus musculus	Metazoa	228	0	False	True	0
P34160	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861	0	False	True	0
Q92585	Homo sapiens	Metazoa	1016	0	False	True	0
O60141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299	0	False	True	0
O22287	Arabidopsis thaliana	Plants	361	0	False	True	0
O13881	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	537	0	False	True	0
Q920Q3	Rattus norvegicus	Metazoa	154	0	False	True	0
Q9UGM6	Homo sapiens	Metazoa	360	0	False	True	0
O95415	Homo sapiens	Metazoa	125	0	True	True	0
Q9XII1	Arabidopsis thaliana	Plants	307	0	False	True	0
Q2VLK6	Trypanosoma cruzi (strain CL Brener)	Other	358	0	False	True	0
Q96AP4	Homo sapiens	Metazoa	578	0	False	True	0
Q9ESC8	Mus musculus	Metazoa	1160	0	False	True	0
P82926	Bos taurus	Metazoa	106	0	False	True	0
Q84K35	Arabidopsis thaliana	Plants	330	0	False	True	0
P25584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144	0	True	True	0
Q9H3K2	Homo sapiens	Metazoa	345	0	True	True	0
P08518	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1224	0	False	True	0
O59836	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	545	0	False	True	0
Q9C5J3	Arabidopsis thaliana	Plants	946	0	False	True	0
O94818	Homo sapiens	Metazoa	638	0	False	True	0
Q12363	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	437	0	False	True	0
G3UYX5	Mus musculus	Metazoa	1258	0	False	True	0
Q6P587	Homo sapiens	Metazoa	221	0	False	True	0
P33897	Homo sapiens	Metazoa	745	0	False	True	0
O15265	Homo sapiens	Metazoa	892	0	False	True	0
Q9VKV5	Drosophila melanogaster	Metazoa	319	0	False	True	0
P40470	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	206	0	False	True	0
P09118	Rattus norvegicus	Metazoa	303	0	False	True	0
Q96KS0	Homo sapiens	Metazoa	407	0	False	True	0
P82245	Spinacia oleracea	Plants	148	0	False	True	0
P29266	Rattus norvegicus	Metazoa	335	0	False	True	0
Q969Z3	Homo sapiens	Metazoa	335	0	False	True	0
D0Q0Y7	Rattus norvegicus	Metazoa	160	0	True	True	0
Q32MQ0	Homo sapiens	Metazoa	723	0	False	True	0
P40061	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1430	0	False	True	0
Q56Y52	Arabidopsis thaliana	Plants	467	0	False	True	0
P32480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	0	False	True	0
Q9UTT2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1206	0	False	True	0
Q9NR90	Homo sapiens	Metazoa	486	0	False	True	0
D3YN49	Xenopus laevis	Metazoa	316	0	False	True	0
Q9VGA4	Drosophila melanogaster	Metazoa	1169	0	False	True	0
Q9NPB1	Homo sapiens	Metazoa	228	0	False	True	0
Q9Y7L8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	292	0	False	True	0
P54657	Dictyostelium discoideum	Other	213	0	False	True	0
Q96B77	Homo sapiens	Metazoa	213	0	True	True	0
Q04377	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	747	0	False	True	0
Q22197	Caenorhabditis elegans	Metazoa	184	0	False	True	0
O54982	Mus musculus	Metazoa	1121	0	False	True	0
Q9NUU6	Homo sapiens	Metazoa	356	0	False	True	0
P93740	Arabidopsis thaliana	Plants	280	0	False	True	0
Q9SAH8	Arabidopsis thaliana	Plants	532	0	True	True	0
Q96PH1	Homo sapiens	Metazoa	765	0	False	True	0
P03888	Mus musculus	Metazoa	318	0	True	True	0
O49621	Arabidopsis thaliana	Plants	526	0	False	True	0
Q8LPU4	Zea mays	Plants	468	0	False	True	0
Q8TCY9	Homo sapiens	Metazoa	931	0	False	True	0
Q8IVP5	Homo sapiens	Metazoa	155	0	True	True	0
O08715	Mus musculus	Metazoa	857	0	False	True	0
Q03533	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	586	0	False	True	0
Q19541	Caenorhabditis elegans	Metazoa	169	0	False	True	0
Q9P7L2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425	0	False	True	0
Q9TZ70	Caenorhabditis elegans	Metazoa	205	0	False	True	0
Q5JVS0	Homo sapiens	Metazoa	413	0	False	True	0
P08657	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	865	0	False	True	0
Q9M086	Arabidopsis thaliana	Plants	1883	0	False	True	0
Q9NZH6	Homo sapiens	Metazoa	218	0	False	True	0
Q6WN19	Rattus norvegicus	Metazoa	469	0	False	True	0
P24389	Rattus norvegicus	Metazoa	257	0	False	True	0
Q9BWL3	Homo sapiens	Metazoa	253	0	True	True	0
Q05CL8	Mus musculus	Metazoa	570	0	False	True	0
O74359	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	663	0	False	True	0
Q9W1H4	Drosophila melanogaster	Metazoa	747	0	False	True	0
P26754	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	0	False	True	0
Q8H1U5	Arabidopsis thaliana	Plants	865	0	False	True	0
P33447	Trypanosoma cruzi	Other	416	0	False	True	0
Q10059	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1841	0	False	True	0
C4R8D7	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	409	0	False	True	0
Q09873	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420	0	False	True	0
P34619	Caenorhabditis elegans	Metazoa	1000	0	False	True	0
Q03372	Drosophila melanogaster	Metazoa	515	0	False	True	0
Q64MA3	Oryza sativa subsp. japonica	Plants	629	0	False	True	0
Q9P7N4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	315	0	False	True	0
Q923D5	Mus musculus	Metazoa	641	0	False	True	0
P13469	Drosophila melanogaster	Metazoa	542	0	False	True	0
Q8NHU3	Homo sapiens	Metazoa	365	0	True	True	0
Q8VZA0	Arabidopsis thaliana	Plants	936	0	False	True	0
Q10SY9	Oryza sativa subsp. japonica	Plants	472	0	True	True	0
Q00341	Homo sapiens	Metazoa	1268	0	False	True	0
Q8IYM2	Homo sapiens	Metazoa	578	0	False	True	0
Q08913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	0	True	True	0
Q9BRS2	Homo sapiens	Metazoa	568	0	False	True	0
Q9Y7X6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	684	0	False	True	0
A0A7J6KC99	Toxoplasma gondii	Other	7603	0	False	True	0
P35734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292	0	False	True	0
Q93YF5	Nicotiana tabacum	Plants	704	0	False	True	0
Q9BRP8	Homo sapiens	Metazoa	204	0	False	True	0
Q9Z1B8	Mus musculus	Metazoa	559	0	False	True	0
Q92597	Homo sapiens	Metazoa	394	0	False	True	0
F4JP43	Arabidopsis thaliana	Plants	2037	0	False	True	0
Q9BUB7	Homo sapiens	Metazoa	260	0	False	True	0
O43031	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381	0	False	True	0
P07276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1031	0	False	True	0
Q7YUD6	Plasmodium falciparum	Other	669	0	True	True	0
P16048	Pisum sativum	Plants	165	0	False	True	0
Q8IZV2	Homo sapiens	Metazoa	173	0	True	True	0
P50875	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	0	False	True	0
Q20745	Caenorhabditis elegans	Metazoa	1111	0	False	True	0
Q60EC2	Oryza sativa subsp. japonica	Plants	261	0	False	True	0
Q9H790	Homo sapiens	Metazoa	373	0	False	True	0
P38781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	883	0	False	True	0
V5IM94	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	141	0	False	True	0
Q42512	Arabidopsis thaliana	Plants	139	0	False	True	0
P23772	Mus musculus	Metazoa	443	0	False	True	0
P37271	Arabidopsis thaliana	Plants	422	0	False	True	0
Q550D5	Dictyostelium discoideum	Other	872	0	False	True	0
Q9UK76	Homo sapiens	Metazoa	154	0	False	True	0
Q9H4X1	Homo sapiens	Metazoa	137	0	False	True	0
Q92575	Homo sapiens	Metazoa	508	0	False	True	0
P25087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	383	0	False	True	0
Q5U5X0	Homo sapiens	Metazoa	104	0	False	True	0
Q17895	Caenorhabditis elegans	Metazoa	249	0	False	True	0
Q9VYD1	Drosophila melanogaster	Metazoa	2313	0	False	True	0
Q571I4	Mus musculus	Metazoa	1373	0	False	True	0
Q9XUB3	Caenorhabditis elegans	Metazoa	781	0	False	True	0
Q9NZZ3	Homo sapiens	Metazoa	219	0	False	True	0
Q9NS73	Homo sapiens	Metazoa	344	0	False	True	0
Q3UUF8	Mus musculus	Metazoa	508	0	False	True	0
Q9H6F5	Homo sapiens	Metazoa	360	0	False	True	0
Q8W4D6	Arabidopsis thaliana	Plants	598	0	False	True	0
P28625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365	0	False	True	0
Q9CQQ7	Mus musculus	Metazoa	256	0	False	True	0
P61793	Mus musculus	Metazoa	364	0	False	True	0
Q8WXX5	Homo sapiens	Metazoa	260	0	False	True	0
Q12382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290	0	True	True	0
Q7Z602	Homo sapiens	Metazoa	305	0	False	True	0
Q5T8A7	Homo sapiens	Metazoa	1209	0	False	True	0
Q93034	Homo sapiens	Metazoa	780	0	False	True	0
Q641G7	Xenopus laevis	Metazoa	168	0	False	True	0
Q9VZL5	Drosophila melanogaster	Metazoa	485	0	False	True	0
O74544	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	314	0	False	True	0
P03874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630	0	False	True	0
P39965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576	0	False	True	0
P49662	Homo sapiens	Metazoa	377	0	False	True	0
Q12084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	232	0	False	True	0
Q55GF9	Dictyostelium discoideum	Other	1320	0	False	True	0
P46435	Schistosoma mansoni	Metazoa	259	0	False	True	0
P48039	Homo sapiens	Metazoa	350	0	False	True	0
Q91YT0	Mus musculus	Metazoa	464	0	False	True	0
Q9Y2G0	Homo sapiens	Metazoa	817	0	False	True	0
Q86YD1	Homo sapiens	Metazoa	416	0	False	True	0
Q8BJ63	Mus musculus	Metazoa	490	0	False	True	0
Q9EPL8	Mus musculus	Metazoa	1038	0	False	True	0
Q9H6K1	Homo sapiens	Metazoa	298	0	False	True	0
Q84JZ6	Arabidopsis thaliana	Plants	244	0	False	True	0
Q92624	Homo sapiens	Metazoa	585	0	False	True	0
P15720	Gallus gallus	Metazoa	174	0	False	True	0
Q8IRW8	Drosophila melanogaster	Metazoa	2431	0	False	True	0
Q5AK51	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	714	0	False	True	0
Q9P805	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	127	0	False	True	0
P38222	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	552	0	False	True	0
A2A884	Mus musculus	Metazoa	2348	0	False	True	0
Q96N21	Homo sapiens	Metazoa	525	0	False	True	0
O43739	Homo sapiens	Metazoa	400	0	False	True	0
B1AUS7	Mus musculus	Metazoa	101	0	False	True	0
Q9LMJ4	Arabidopsis thaliana	Plants	599	0	False	True	0
Q6P087	Homo sapiens	Metazoa	351	0	False	True	0
Q9CUU3	Mus musculus	Metazoa	1500	0	False	True	0
Q9UM07	Homo sapiens	Metazoa	663	0	False	True	0
P40532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138	0	True	True	0
O95551	Homo sapiens	Metazoa	362	0	False	True	0
P52172	Drosophila melanogaster	Metazoa	1264	0	False	True	0
Q14140	Homo sapiens	Metazoa	314	0	False	True	0
Q9D4W2	Mus musculus	Metazoa	315	0	False	True	0
Q9JKU3	Rattus norvegicus	Metazoa	1749	0	False	True	0
O14275	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	931	0	False	True	0
O13999	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	187	0	True	True	0
Q7KTX8	Drosophila melanogaster	Metazoa	2618	0	False	True	0
Q05809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	96	0	False	True	0
Q07555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	0	False	True	0
Q9WVH3	Mus musculus	Metazoa	505	0	False	True	0
P86452	Homo sapiens	Metazoa	979	0	False	True	0
P32354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	571	0	False	True	0
Q5SU73	Mus musculus	Metazoa	570	0	False	True	0
Q9DBL9	Mus musculus	Metazoa	351	0	False	True	0
P51593	Rattus norvegicus	Metazoa	4454	0	False	True	0
Q9SRP6	Arabidopsis thaliana	Plants	194	0	False	True	0
O43909	Homo sapiens	Metazoa	919	0	False	True	0
Q9XI46	Arabidopsis thaliana	Plants	159	0	True	True	0
O23299	Arabidopsis thaliana	Plants	240	0	False	True	0
O08759	Mus musculus	Metazoa	870	0	False	True	0
Q9XZ34	Drosophila melanogaster	Metazoa	1416	0	False	True	0
Q60610	Mus musculus	Metazoa	1591	0	False	True	0
O88554	Mus musculus	Metazoa	559	0	False	True	0
P34234	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	306	0	False	True	0
Q5VT06	Homo sapiens	Metazoa	3117	0	False	True	0
Q8N8R5	Homo sapiens	Metazoa	385	0	False	True	0
O13900	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	481	0	False	True	0
Q5NCS9	Mus musculus	Metazoa	454	0	True	True	0
P83510	Mus musculus	Metazoa	1323	0	False	True	0
O60381	Homo sapiens	Metazoa	514	0	False	True	0
P27684	Spinacia oleracea	Plants	142	0	False	True	0
O17670	Caenorhabditis elegans	Metazoa	503	0	False	True	0
O80832	Arabidopsis thaliana	Plants	410	0	False	True	0
Q9QXV1	Mus musculus	Metazoa	362	0	False	True	0
P38250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	946	0	False	True	0
P07257	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368	0	False	True	0
O75821	Homo sapiens	Metazoa	320	0	False	True	0
Q9BQ95	Homo sapiens	Metazoa	431	0	False	True	0
Q42606	Arabidopsis thaliana	Plants	369	0	False	True	0
F4J7T2	Arabidopsis thaliana	Plants	1907	0	False	True	0
Q801E2	Xenopus laevis	Metazoa	1116	0	False	True	0
Q3U5Q7	Mus musculus	Metazoa	447	0	False	True	0
Q9M0V3	Arabidopsis thaliana	Plants	1088	0	False	True	0
P09595	Spinacia oleracea	Plants	218	0	False	True	0
Q9LVV5	Arabidopsis thaliana	Plants	223	0	False	True	0
O14827	Homo sapiens	Metazoa	1237	0	False	True	0
Q15029	Homo sapiens	Metazoa	972	0	False	True	0
P43266	Euglena gracilis	Other	100	0	True	True	0
Q9VX12	Drosophila melanogaster	Metazoa	359	0	False	True	0
Q1K8E0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	256	0	False	True	0
Q9LYB9	Arabidopsis thaliana	Plants	186	0	False	True	0
Q9VKM1	Drosophila melanogaster	Metazoa	843	0	False	True	0
Q09967	Caenorhabditis elegans	Metazoa	551	0	False	True	0
O35820	Rattus norvegicus	Metazoa	163	0	False	True	0
A0A120KVR5	Trypanosoma brucei brucei	Other	1642	0	False	True	0
P07213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	617	0	True	True	0
P40344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310	0	False	True	0
P47112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	0	False	True	0
Q8TEQ6	Homo sapiens	Metazoa	1508	0	False	True	0
P38870	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	0	False	True	0
Q9Y6A4	Homo sapiens	Metazoa	193	0	False	True	0
P39717	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	880	0	False	True	0
Q9VCX1	Drosophila melanogaster	Metazoa	1541	0	False	True	0
